         216
 82     2   1   3  -1   1
 83     2   1   3   1   1
 84     2   1   3   3   1
 85     2   1   1  -1  -1
 86     2   1   1   1  -1
 87     2   1   1  -1   1
 88     2   1   1   1   1
 89     2   2   5  -5  -1
 90     2   2   5  -3  -1
 91     2   2   5  -1  -1
 92     2   2   5   1  -1
 93     2   2   5   3  -1
 94     2   2   5   5  -1
 95     2   2   5  -5   1
 96     2   2   5  -3   1
 97     2   2   5  -1   1
 98     2   2   5   1   1
 99     2   2   5   3   1
100     2   2   5   5   1
101     2   2   3  -3  -1
102     2   2   3  -1  -1
103     2   2   3   1  -1
104     2   2   3   3  -1
105     2   2   3  -3   1
106     2   2   3  -1   1
107     2   2   3   1   1
108     2   2   3   3   1
109     3   0   1  -1  -1
110     3   0   1   1  -1
111     3   0   1  -1   1
112     3   0   1   1   1
113     3   1   3  -3  -1
114     3   1   3  -1  -1
115     3   1   3   1  -1
116     3   1   3   3  -1
117     3   1   3  -3   1
118     3   1   3  -1   1
119     3   1   3   1   1
120     3   1   3   3   1
121     3   1   1  -1  -1
122     3   1   1   1  -1
123     3   1   1  -1   1
124     3   1   1   1   1
125     3   2   5  -5  -1
126     3   2   5  -3  -1
127     3   2   5  -1  -1
128     3   2   5   1  -1
129     3   2   5   3  -1
130     3   2   5   5  -1
131     3   2   5  -5   1
132     3   2   5  -3   1
133     3   2   5  -1   1
134     3   2   5   1   1
135     3   2   5   3   1
136     3   2   5   5   1
137     3   2   3  -3  -1
138     3   2   3  -1  -1
139     3   2   3   1  -1
140     3   2   3   3  -1
141     3   2   3  -3   1
142     3   2   3  -1   1
143     3   2   3   1   1
144     3   2   3   3   1
145     4   0   1  -1  -1
146     4   0   1   1  -1
147     4   0   1  -1   1
148     4   0   1   1   1
149     4   1   3  -3  -1
150     4   1   3  -1  -1
151     4   1   3   1  -1
152     4   1   3   3  -1
153     4   1   3  -3   1
154     4   1   3  -1   1
155     4   1   3   1   1
156     4   1   3   3   1
157     4   1   1  -1  -1
158     4   1   1   1  -1
159     4   1   1  -1   1
160     4   1   1   1   1
161     4   2   5  -5  -1
162     4   2   5  -3  -1
163     4   2   5  -1  -1
164     4   2   5   1  -1
165     4   2   5   3  -1
166     4   2   5   5  -1
167     4   2   5  -5   1
168     4   2   5  -3   1
169     4   2   5  -1   1
170     4   2   5   1   1
171     4   2   5   3   1
172     4   2   5   5   1
173     4   2   3  -3  -1
174     4   2   3  -1  -1
175     4   2   3   1  -1
176     4   2   3   3  -1
177     4   2   3  -3   1
178     4   2   3  -1   1
179     4   2   3   1   1
180     4   2   3   3   1
181     5   0   1  -1  -1
182     5   0   1   1  -1
183     5   0   1  -1   1
184     5   0   1   1   1
185     5   1   3  -3  -1
186     5   1   3  -1  -1
187     5   1   3   1  -1
188     5   1   3   3  -1
189     5   1   3  -3   1
190     5   1   3  -1   1
191     5   1   3   1   1
192     5   1   3   3   1
193     5   1   1  -1  -1
194     5   1   1   1  -1
195     5   1   1  -1   1
196     5   1   1   1   1
197     5   2   5  -5  -1
198     5   2   5  -3  -1
199     5   2   5  -1  -1
200     5   2   5   1  -1
201     5   2   5   3  -1
202     5   2   5   5  -1
203     5   2   5  -5   1
204     5   2   5  -3   1
205     5   2   5  -1   1
206     5   2   5   1   1
207     5   2   5   3   1
208     5   2   5   5   1
209     5   2   3  -3  -1
210     5   2   3  -1  -1
211     5   2   3   1  -1
212     5   2   3   3  -1
213     5   2   3  -3   1
214     5   2   3  -1   1
215     5   2   3   1   1
216     5   2   3   3   1
